ImageFile,CorrectResponse,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Introduction.started,text_2.started,key_resp_3.started,Introduction.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,image_presenation.started,key_resp.started,fixation.started,image.started,fixation.stopped,DistractorText.started,image_presenation.stopped,trials.key_resp.keys,trials.key_resp.corr,blank_screen.started,blank_screen.stopped,trials.key_resp.rt,trials.key_resp.duration,response.started,textbox.started,key_resp_2.started,text.started,text.stopped,response.stopped,textbox.text,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,gender,R/B,date,expName,psychopyVersion,frameRate,expStart
image3.jpg.JPG,None,11,11,0,None,1,,,0,11,11,2,32.2973708,,,,,,,,,32.2930066,32.2973708,32.2973708,32.8193541,32.8975904,33.3177114,33.323914,None,1,33.3240372,33.3245932,,,,,,,,,,,,,p3,1,f,R,2024-12-03_23h38.45.887,image_repeat_task,2024.2.4,60.12104771,2024-12-03 23h39.13.311258 +0530
image11.jpg.JPG,None,12,12,0,None,1,,,0,12,12,10,33.4069812,,,,,,,,,33.4020016,33.4069812,33.4069812,34.3306663,34.014024,34.8307618,34.8383446,None,1,34.8384772,34.8391235,,,,,,,,,,,,,p3,1,f,R,2024-12-03_23h38.45.887,image_repeat_task,2024.2.4,60.12104771,2024-12-03 23h39.13.311258 +0530
image12.jpg.JPG,None,13,13,0,None,1,,,0,13,13,11,35.3643038,,,,,,,,,35.3602976,35.3643038,35.3643038,35.8544135,35.9662436,36.3592756,36.3701867,None,1,36.3703657,36.3711272,,,,,,,,,,,,,p3,1,f,R,2024-12-03_23h38.45.887,image_repeat_task,2024.2.4,60.12104771,2024-12-03 23h39.13.311258 +0530
image4.jpg.JPG,None,14,14,0,None,1,,,0,14,14,3,36.9757924,,,,,,,,,36.971833,36.9757924,36.9757924,37.3906242,37.5836663,37.8831636,37.8911813,None,1,37.8913302,37.8918672,,,,,,,,,,,,,p3,1,f,R,2024-12-03_23h38.45.887,image_repeat_task,2024.2.4,60.12104771,2024-12-03 23h39.13.311258 +0530
image6.jpg.JPG,None,15,15,0,None,1,,,0,15,15,5,38.3500845,,,,,,,,,38.3462791,38.3500845,38.3500845,38.9042571,38.9491899,39.4051289,39.4152105,None,1,39.4153898,39.4162447,,,,,,,,,,,,,p3,1,f,R,2024-12-03_23h38.45.887,image_repeat_task,2024.2.4,60.12104771,2024-12-03 23h39.13.311258 +0530
image7.jpg.JPG,space,16,16,0,None,0,,,0,16,16,23,39.6440039,,,,,,,,,39.636271,39.6440039,39.6440039,40.4307203,40.2473724,40.9337967,40.9452283,None,0,40.9454101,40.9468431,,,,,,,,,,,,,p3,1,f,R,2024-12-03_23h38.45.887,image_repeat_task,2024.2.4,60.12104771,2024-12-03 23h39.13.311258 +0530
image15.jpg.JPG,space,17,17,0,None,0,,,0,17,17,29,41.4401891,,,,,,,,,41.4329385,41.4401891,41.4401891,41.9506489,42.0461718,42.4643391,42.4706301,None,0,42.4707398,42.4712591,,,,,,,,,,,,,p3,1,f,R,2024-12-03_23h38.45.887,image_repeat_task,2024.2.4,60.12104771,2024-12-03 23h39.13.311258 +0530
image16.jpg.JPG,None,18,18,0,None,1,,,0,18,18,15,43.0865715,,,,,,,,,43.0827553,43.0865715,43.0865715,43.4845932,43.6959878,43.9807887,43.9867793,None,1,43.9868995,43.9874524,,,,,,,,,,,,,p3,1,f,R,2024-12-03_23h38.45.887,image_repeat_task,2024.2.4,60.12104771,2024-12-03 23h39.13.311258 +0530
image1.jpg.JPG,None,19,19,0,None,1,,,0,19,19,0,44.3438031,,,,,,,,,44.3398746,44.3438031,44.3438031,45.0015021,44.9459266,45.4977919,45.5033396,None,1,45.5034479,45.5040568,,,,,,,,,,,,,p3,1,f,R,2024-12-03_23h38.45.887,image_repeat_task,2024.2.4,60.12104771,2024-12-03 23h39.13.311258 +0530
image13.jpg.JPG,space,20,20,0,None,0,,,0,20,20,20,45.9246469,,,,,,,,,45.920779,45.9246469,45.9246469,46.5170147,46.530012,47.0164992,47.0226814,None,0,47.0227946,47.0233558,,,,,,,,,,,,,p3,1,f,R,2024-12-03_23h38.45.887,image_repeat_task,2024.2.4,60.12104771,2024-12-03 23h39.13.311258 +0530
image17.jpg.JPG,None,21,21,0,None,1,,,0,21,21,16,47.5709969,,,,,,,,,47.5672975,47.5709969,47.5709969,48.0338369,48.1787257,48.5307447,48.5365472,None,1,48.5366587,48.5372025,,,,,,,,,,,,,p3,1,f,R,2024-12-03_23h38.45.887,image_repeat_task,2024.2.4,60.12104771,2024-12-03 23h39.13.311258 +0530
image13.jpg.JPG,None,22,22,0,None,1,,,0,22,22,12,49.0218042,,,,,,,,,49.0182457,49.0218042,49.0218042,49.5527184,49.6288084,50.0470621,50.0529239,None,1,50.0530335,50.0535917,,,,,,,,,,,,,p3,1,f,R,2024-12-03_23h38.45.887,image_repeat_task,2024.2.4,60.12104771,2024-12-03 23h39.13.311258 +0530
image15.jpg.JPG,None,23,23,0,space,0,0.1603039,None,0,23,23,14,50.4917692,,,,,,,,,50.4879939,50.4917692,50.4917692,,,,50.6633651,space,0,50.6634812,50.6640442,0.1603039,None,,,,,,,,,,,p3,1,f,R,2024-12-03_23h38.45.887,image_repeat_task,2024.2.4,60.12104771,2024-12-03 23h39.13.311258 +0530
image3.jpg.JPG,space,24,24,0,None,0,,,0,24,24,27,51.0683275,,,,,,,,,51.0625986,51.0683275,51.0683275,51.6842952,51.6842952,52.1811603,52.1858721,None,0,52.1859642,52.1863375,,,,,,,,,,,,,p3,1,f,R,2024-12-03_23h38.45.887,image_repeat_task,2024.2.4,60.12104771,2024-12-03 23h39.13.311258 +0530
image9.jpg.JPG,space,25,25,0,space,1,0.4396268,None,0,25,25,25,52.2688038,,,,,,,,,52.2638995,52.2688038,52.2688038,,,,52.7148581,space,1,52.7150449,52.7160613,0.4396268,None,,,,,,,,,,,p3,1,f,R,2024-12-03_23h38.45.887,image_repeat_task,2024.2.4,60.12104771,2024-12-03 23h39.13.311258 +0530
image3.jpg.JPG,space,26,26,0,None,0,,,0,26,26,21,53.2904531,,,,,,,,,53.2844608,53.2904531,53.2904531,53.7358557,53.8956504,54.2362636,54.2464102,None,0,54.246575,54.2475914,,,,,,,,,,,,,p3,1,f,R,2024-12-03_23h38.45.887,image_repeat_task,2024.2.4,60.12104771,2024-12-03 23h39.13.311258 +0530
image1.jpg.JPG,space,27,27,0,space,1,0.0463616,None,0,27,27,26,54.704071,,,,,,,,,54.6998025,54.704071,54.704071,,,,54.7628933,space,1,54.7630108,54.7636257,0.0463616,None,,,,,,,,,,,p3,1,f,R,2024-12-03_23h38.45.887,image_repeat_task,2024.2.4,60.12104771,2024-12-03 23h39.13.311258 +0530
image14.jpg.JPG,None,28,28,0,None,1,,,0,28,28,13,55.2548802,,,,,,,,,55.2488743,55.2548802,55.2548802,55.7840408,55.8612434,56.2898914,56.2989642,None,1,56.2991018,56.2997872,,,,,,,,,,,,,p3,1,f,R,2024-12-03_23h38.45.887,image_repeat_task,2024.2.4,60.12104771,2024-12-03 23h39.13.311258 +0530
image18.jpg.JPG,space,29,29,0,None,0,,,0,29,29,22,56.8651105,,,,,,,,,56.8606554,56.8651105,56.8651105,57.3183669,57.4793139,57.8186783,57.8280895,None,0,57.8282558,57.8290856,,,,,,,,,,,,,p3,1,f,R,2024-12-03_23h38.45.887,image_repeat_task,2024.2.4,60.12104771,2024-12-03 23h39.13.311258 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.8304327,57.8890997,57.8890997,57.8890997,64.904778,140.7853227,"Yes, I saw something other than the pictures. It was a red text.",x,82.8890101,None,p3,1,f,R,2024-12-03_23h38.45.887,image_repeat_task,2024.2.4,60.12104771,2024-12-03 23h39.13.311258 +0530
