ImageFile,CorrectResponse,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Introduction.started,text_2.started,key_resp_3.started,Introduction.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,image_presenation.started,key_resp.started,fixation.started,image.started,fixation.stopped,DistractorText.started,image_presenation.stopped,trials.key_resp.keys,trials.key_resp.corr,blank_screen.started,blank_screen.stopped,trials.key_resp.rt,trials.key_resp.duration,response.started,key_resp_2.started,text.started,textbox.started,text.stopped,response.stopped,textbox.text,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,gender,R/B,date,expName,psychopyVersion,frameRate,expStart
image3.jpg.JPG,None,18,18,0,None,1,,,0,18,18,2,42.7507305,,,,,,,,,42.7453172,42.7507305,42.7507305,43.3366662,43.3499364,43.8432461,43.8552698,None,1,43.8554667,43.8565018,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image9.jpg.JPG,space,19,19,0,space,1,None,None,0,19,19,25,43.9716569,,,,,,,,,43.9675139,43.9716569,43.9716569,,,,44.154512,space,1,44.1547219,44.1558074,None,None,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image9.jpg.JPG,None,20,20,0,None,1,,,0,20,20,8,44.272317,,,,,,,,,44.267934,44.272317,44.272317,45.1680575,44.8843932,45.675092,45.6904154,None,1,45.6906153,45.6916133,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image19.jpg.JPG,None,21,21,0,None,1,,,0,21,21,18,46.1789368,,,,,,,,,46.1749442,46.1789368,46.1789368,46.7071591,46.7841325,47.2070497,47.217536,None,1,47.2177359,47.2186294,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image6.jpg.JPG,None,22,22,0,None,1,,,0,22,22,5,47.5634573,,,,,,,,,47.5581481,47.5634573,47.5634573,48.236475,48.1662036,48.7407462,48.7508501,None,1,48.7510399,48.7520282,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image17.jpg.JPG,None,23,23,0,None,1,,,0,23,23,16,49.2532165,,,,,,,,,49.2495277,49.2532165,49.2532165,49.7745059,49.8527203,50.2615217,50.2745202,None,1,50.2747164,50.2757507,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image18.jpg.JPG,None,24,24,0,None,1,,,0,24,24,17,50.8291325,,,,,,,,,50.8253305,50.8291325,50.8291325,51.2913352,51.4333376,51.7899905,51.8053834,None,1,51.8055548,51.8068585,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image14.jpg.JPG,None,25,25,0,None,1,,,0,25,25,13,52.2231899,,,,,,,,,52.2179307,52.2231899,52.2231899,52.8225999,52.836635,53.3167025,53.3211932,None,1,53.3212771,53.3217563,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image13.jpg.JPG,space,26,26,0,None,0,,,0,26,26,20,53.7695699,,,,,,,,,53.7640456,53.7695699,53.7695699,54.3415988,54.369435,54.8409806,54.8521603,None,0,54.8523345,54.853189,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image15.jpg.JPG,None,27,27,0,None,1,,,0,27,27,14,55.3364196,,,,,,,,,55.3328772,55.3364196,55.3364196,55.8725918,55.950446,56.3748467,56.3872047,None,1,56.3874037,56.3884499,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image1.jpg.JPG,space,28,28,0,None,0,,,0,28,28,26,56.7800123,,,,,,,,,56.7748406,56.7800123,56.7800123,57.407849,57.3838518,57.9057747,57.9181083,None,0,57.9182838,57.9191333,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image10.jpg.JPG,None,29,29,0,None,1,,,0,29,29,9,58.0973982,,,,,,,,,58.0902896,58.0973982,58.0973982,58.9333214,58.7000419,59.4361147,59.445777,None,1,59.4459861,59.4471325,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.4484098,59.4571305,59.4571305,66.4745067,66.4975385,84.9647374,Yes.Something orange in the top corner.,x,25.5046795,None,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
