ImageFile,CorrectResponse,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Introduction.started,text_2.started,key_resp_3.started,Introduction.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,image_presenation.started,key_resp.started,fixation.started,image.started,fixation.stopped,DistractorText.started,image_presenation.stopped,trials.key_resp.keys,trials.key_resp.corr,blank_screen.started,blank_screen.stopped,trials.key_resp.rt,trials.key_resp.duration,response.started,key_resp_2.started,text.started,textbox.started,text.stopped,response.stopped,textbox.text,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,gender,R/B,date,expName,psychopyVersion,frameRate,expStart
,,,,,,,,,,,,,,,0.0030002,0.0218524,0.0218524,14.8496165,x,14.7989208,None,,,,,,,,,,,,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image7.jpg.JPG,space,0,0,0,None,0,,,0,0,0,23,15.2520042,,,,,,,,,15.2369047,15.2520042,15.2520042,15.9779475,15.9779475,16.3620004,16.3741115,None,0,16.3743043,16.3754303,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image16.jpg.JPG,None,1,1,0,None,1,,,0,1,1,15,16.8500427,,,,,,,,,16.845532,16.8500427,16.8500427,17.427276,17.4637467,17.8965404,17.9090733,None,1,17.9093676,17.9106254,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image8.jpg.JPG,None,2,2,0,None,1,,,0,2,2,7,18.0063144,,,,,,,,,18.0024765,18.0063144,18.0063144,18.9212642,18.6213255,19.4258572,19.4367086,None,1,19.4370379,19.4385309,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image12.jpg.JPG,None,3,3,0,None,1,,,0,3,3,11,19.9063971,,,,,,,,,19.9022754,19.9063971,19.9063971,20.4445552,20.5072029,20.9454321,20.9570963,None,1,20.9573029,20.9583097,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image20.jpg.JPG,space,4,4,0,None,0,,,0,4,4,24,21.102391,,,,,,,,,21.09671,21.102391,21.102391,21.9716984,21.7040191,22.4705766,22.4779145,None,0,22.4780218,22.4786102,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image13.jpg.JPG,None,5,5,0,None,1,,,0,5,5,12,23.0873067,,,,,,,,,23.0830917,23.0873067,23.0873067,23.4939506,23.6881282,23.9961411,24.0087525,None,1,24.008953,24.0101195,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image4.jpg.JPG,space,6,6,0,None,0,,,0,6,6,28,24.4737362,,,,,,,,,24.4699854,24.4737362,24.4737362,25.0272365,25.0724283,25.5297188,25.5421257,None,0,25.5423505,25.5432965,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image3.jpg.JPG,space,7,7,0,None,0,,,0,7,7,27,25.9958388,,,,,,,,,25.9917094,25.9958388,25.9958388,26.5624784,26.6081534,27.0547496,27.0609182,None,0,27.061021,27.0616351,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image4.jpg.JPG,None,8,8,0,None,1,,,0,8,8,3,27.5260971,,,,,,,,,27.522353,27.5260971,27.5260971,28.0747361,28.1377979,28.5784739,28.5901452,None,1,28.5903397,28.5913563,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image1.jpg.JPG,None,9,9,0,None,1,,,0,9,9,0,29.12892,,,,,,,,,29.1237908,29.12892,29.12892,29.6115079,29.7378754,30.1113256,30.1237666,None,1,30.1239692,30.1250074,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image18.jpg.JPG,space,10,10,0,None,0,,,0,10,10,22,30.5608204,,,,,,,,,30.5569027,30.5608204,30.5608204,31.143503,31.1573523,31.6401199,31.6478365,None,0,31.6480143,31.6498326,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image2.jpg.JPG,None,11,11,0,None,1,,,0,11,11,1,32.1280174,,,,,,,,,32.124173,32.1280174,32.1280174,32.6628859,32.7378977,33.1609718,33.1757327,None,1,33.1759294,33.1769791,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image3.jpg.JPG,space,12,12,0,None,0,,,0,12,12,21,33.6500947,,,,,,,,,33.6457086,33.6500947,33.6500947,34.1930953,34.2550432,34.6959972,34.7089345,None,0,34.7091272,34.7102907,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image15.jpg.JPG,space,13,13,0,None,0,,,0,13,13,29,35.1762176,,,,,,,,,35.1709055,35.1762176,35.1762176,35.7251882,35.7869232,36.2249519,36.2309023,None,0,36.231025,36.2315686,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image11.jpg.JPG,None,14,14,0,None,1,,,0,14,14,10,36.3066667,,,,,,,,,36.3026774,36.3066667,36.3066667,37.2361724,36.9192717,37.7398737,37.7513728,None,1,37.7516022,37.7527412,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image20.jpg.JPG,None,15,15,0,None,1,,,0,15,15,19,37.8962931,,,,,,,,,37.8913283,37.8962931,37.8962931,38.7519371,38.5025756,39.2555296,39.2667795,None,1,39.2671007,39.2686007,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image5.jpg.JPG,None,16,16,0,None,1,,,0,16,16,4,39.6603587,,,,,,,,,39.6546755,39.6603587,39.6603587,40.2763935,40.2763935,40.7769559,40.7889046,None,1,40.789102,40.7900852,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
image7.jpg.JPG,None,17,17,0,None,1,,,0,17,17,6,41.0108041,,,,,,,,,41.0037429,41.0108041,41.0108041,41.8021454,41.6190915,42.3069203,42.3188934,None,1,42.3190865,42.320354,,,,,,,,,,,,,p4,1,f,R,2024-12-04_00h03.53.420,image_repeat_task,2024.2.4,60.25689927,2024-12-04 00h05.48.803385 +0530
